Sentences,Date
OBVIOUSLY THEY HAVE A VERY SIGNIFICANT INTEREST IN THE OUTCOME OF THIS CASE.,1/11/1995
THEY HAVE AN INTEREST IN HEARING THE TRUTH AND LEARNING THE CIRCUMSTANCES SURROUNDING AND LEADING TO THE DEATH OF THEIR DAUGHTER AND SISTER.,1/11/1995
"HAVING ALREADY SUFFERED THE DEATH OF A DAUGHTER AND SISTER AT THE HANDS OF THE DEFENDANT, I DOUBT THAT THERE IS ANYTHING THAT WILL OCCUR IN THIS COURT TODAY OR OVER THE NEXT COUPLE OF DAYS THAT CAN AFFECT THEM ANY MORE THAN WHAT HAS ALREADY HAPPENED.",1/11/1995
"FURTHERMORE, THEY'VE ALL BEEN INTERVIEWED FOR THE MOST PART; THAT IS, THOSE THAT ARE GOING TO BE TESTIFYING AT TRIAL.",1/11/1995
THE INTERVIEWS WERE TAPED.,1/11/1995
COUNSEL HAS TRANSCRIPTS.,1/11/1995
I THINK THEIR POSITIONS ARE ALREADY SET IN STONE VIRTUALLY.,1/11/1995
THE COURT: ARE THERE ANY -- DO YOU INTEND ON CALLING ANY MEMBERS OF THE BROWN FAMILY AS WITNESSES AT TRIAL?,1/11/1995
"MR. DARDEN: YES, YOUR HONOR.",1/11/1995
"WE INTEND TO CALL JUDITHA BROWN, NICOLE BROWN'S MOTHER, WE INTEND TO CALL DENISE BROWN, AND I DON'T BELIEVE WE WILL BE CALLING ANY OTHER MEMBER OF THE FAMILY AT THIS POINT, NOT IN OUR CASE IN CHIEF.",1/11/1995
THE COURT: I SEE ONLY DENISE BROWN IN THE COURTROOM TODAY.,1/11/1995
MR. DARDEN: THAT'S CORRECT.,1/11/1995
MRS. BROWN ISN'T HERE TODAY.,1/11/1995
THE COURT: ALL RIGHT.,1/11/1995
MR. UELMEN.,1/11/1995
MR. UELMEN: YOUR HONOR -- MR. DARDEN: I'M SORRY.,1/11/1995
"WE INTEND TO CALL DOMINIQUE BROWN ALSO, AND SHE IS PRESENT.",1/11/1995
THE COURT: ALL RIGHT.,1/11/1995
MR. UELMEN: WHAT WE'RE HERE TO LITIGATE IS WHETHER MR. SIMPSON COMMITTED THESE MURDERS AND TO PREMISE THE OPPOSITION TO THIS MOTION ON THE ASSUMPTION THAT THAT IS IN FACT -- WHAT TOOK PLACE IS UNWARRANTED.,1/11/1995
"WHAT WE'RE CONCERNED ABOUT HERE IS NOT THE INTEREST OF ANY PARTICULAR WITNESS OR FAMILY MEMBER IN THIS CASE, BUT THE INTEREST OF JUSTICE AND THE RIGHT OF THE DEFENDANT TO ENSURE THAT THE WITNESSES WHO ARE TESTIFYING WILL NOT BE INFECTED BY THEIR PRESENCE IN PROCEEDINGS THAT RELATE DIRECTLY TO THE SUBSTANCE OF THEIR TESTIMONY.",1/11/1995
I MEAN THE WITNESSES WHO MR. DARDEN HAS ENUMERATED ARE THE VERY WITNESSES WHOSE TESTIMONY WE'RE GOING TO BE ARGUING ABOUT IN TERMS OF ITS ADMISSIBILITY.,1/11/1995
"AND I THINK IT'S A LEGITIMATE AND FAIR CONCERN OF ANY DEFENDANT IN A CRIMINAL CASE THAT THOSE WITNESSES NOT BE INFECTED BY, IN EFFECT, LISTENING TO THE ARGUMENTS THAT NORMALLY WOULD TAKE PLACE OUT OF THE HEARING OF ANYONE AT A BENCH CONFERENCE.",1/11/1995
WHAT A MOTION IN LIMINE IS IS SIMPLY A DEVICE FOR THE CONVENIENCE OF THE COURT TO ADDRESS THESE ISSUES BEFORE WE ACTUALLY START THE PROCESS OF A JURY TRIAL.,1/11/1995
"THESE ARE OBJECTIONS THAT WOULD NORMALLY BE HEARD AT THE BENCH, AND WITNESSES OF ANY SORT WOULD NOT BE PARTY TO LISTEN IN TO THOSE PROCEEDINGS; AND THAT'S THE ONLY CONCERN THAT WE HAVE, THAT THEIR TESTIMONY WILL NOT BE INFECTED.",1/11/1995
"THE COURT: MR. UELMEN, LET ME ASK YOU THIS: DO YOU HAVE ANY STATUTORY OR CASE LAW AUTHORITY FOR THE PROPOSITION THAT THE COURT SHOULD OR CAN EXCLUDE INTERESTED MEMBERS OF THE PUBLIC FOR THE PURPOSES OF THIS TYPE OF IN LIMINE MOTION HEARING?",1/11/1995
"MR. UELMEN: WELL, YES, YOUR HONOR.",1/11/1995
"WE WOULD RELY, FIRST OF ALL, ON 1102.6 I BELIEVE OF THE PENAL CODE, WHICH ADDRESSES SPECIFICALLY THE RIGHT OF VICTIMS TO BE PRESENT DURING A TRIAL, ASSUMING THAT THIS IS PART OF THE TRIAL.",1/11/1995
WE DO HAVE AN ON-GOING TRIAL HERE.,1/11/1995
"AND THAT STATUTE DEFINES ""VICTIMS"" TO INCLUDE MEMBERS OF THE IMMEDIATE FAMILY AND ALLOWS THE DEFENSE TO INSIST THAT THEY WILL BE CALLED AS THE FIRST WITNESSES BEFORE ANY OTHER TESTIMONY IS HEARD.",1/11/1995
"SO THAT IS A STATUTORY ATTEMPT TO ACCOMMODATE THE CONCERN THAT WE'RE EXPRESSING ABOUT WITNESSES HEARING TESTIMONY OF THOSE BEFORE THEM BEFORE THEY ARE PERMITTED TO TESTIFY, AND THEN OF COURSE WITHIN THE EVIDENCE CODE ITSELF, I BELIEVE IT IS SECTION 3 -- THE COURT: MAYBE 777?",1/11/1995
MR. UELMEN: 777.,1/11/1995
"YES, YOUR HONOR.",1/11/1995
#NAME?,1/11/1995
THE COURT: ALL RIGHT.,1/11/1995
"MR. DARDEN, ANY RESPONSE TO THAT?",1/11/1995
"MR. DARDEN: YOUR HONOR, THE COURT HAS DISCRETION, I THINK, TO EXCLUDE WITNESSES OR TO ALLOW WITNESSES TO REMAIN, TO REMAIN IN COURT.",1/11/1995
AND I'M SURE THE COURT IS AWARE ALSO OF A RECENT CONSTITUTIONAL AMENDMENT TO THE PENAL CODE THAT GRANTS VICTIMS OF VIOLENT CRIME THE SAME RIGHTS AS DEFENDANTS AS IT RELATES TO THEIR RIGHTS TO BE PRESENT IN COURT.,1/11/1995
"I THINK IT WOULD BE A GRAVE INJUSTICE, AN INSULT TO THE FAMILY TO EXCLUDE THEM FROM THIS HEARING OR ANY HEARING OR ANY PORTION OF THE TRIAL IN THIS MATTER.",1/11/1995
THEY HAVE A VESTED INTEREST AND EXTREME INTEREST IN THESE PROCEEDINGS AND THEY SHOULD BE ALLOWED TO STAY.,1/11/1995
WHO HAS A GREATER INTEREST?,1/11/1995
WHO HAS SUFFERED A GREATER LOSS THAN THE GOLDMAN FAMILY AND THE BROWN FAMILY?,1/11/1995
"THE COURT HAS DISCRETION, AND WE WOULD URGE THE COURT TO ALLOW THE BROWN FAMILY TO REMAIN DURING THESE PROCEEDINGS.",1/11/1995
"MR. UELMEN: YOUR HONOR, I WANT TO OBJECT TO THE CHARACTERIZATION OF THIS MOTION AS INSULT TO ANY WITNESS.",1/11/1995
"THIS IS A RULE THAT APPLIES TO EVERY WITNESS REGARDLESS OF WHAT INTEREST THEY HAVE IN THE CASE, AND IT IS NOT AN INSULT TO THAT WITNESS TO TELL THEM THAT THEY MAY NOT APPEAR IN THE COURTROOM UNTIL THEY HAVE TESTIFIED.",1/11/1995
"THAT IS A STANDARD RULE TO PROTECT THE INTEGRITY OF THE PROCEEDINGS AND THE INTEGRITY OF THE TESTIMONY OF EVERY WITNESS, REGARDLESS OF WHAT INTEREST THEY HAVE IN THE CASE.",1/11/1995
"MR. DARDEN: WELL, IT IS AN INSULT.",1/11/1995
I'M OFFENDED BY IT AND I'M SURE THE VICTIMS' FAMILIES ARE OFFENDED BY THE REQUEST.,1/11/1995
"THERE IS NO PREJUDICE THAT CAN ACCRUE TO THIS DEFENDANT BY HAVING THESE WITNESSES, THESE VICTIMS, THESE FAMILY MEMBERS REMAIN IN COURT DURING THESE PROCEEDINGS.",1/11/1995
THERE'S NO GOOD REASON TO EXCLUDE THEM.,1/11/1995
THE COURT: ALL RIGHT.,1/11/1995
"THANK YOU, COUNSEL.",1/11/1995
ALL RIGHT.,1/11/1995
EVIDENCE CODE SECTION 777 ALLOWS THE COURT TO EXCLUDE FROM THE COURTROOM ANY WITNESS NOT AT THE TIME UNDER EXAMINATION SO THAT SUCH WITNESS DOES NOT HEAR THE TESTIMONY OF OTHER WITNESSES.,1/11/1995
EXCLUSION OF WITNESSES PERTAINS TO THE ACTUAL TAKING OF TESTIMONY AND NOT ARGUMENT.,1/11/1995
THE MOTION TO EXCLUDE WILL BE DENIED AT THIS TIME.,1/11/1995
ALL RIGHT.,1/11/1995
MR. UELMEN.,1/11/1995
"MR. UELMEN: THANK YOU, YOUR HONOR.",1/11/1995
"WHILE, AS YOUR HONOR IS CERTAINLY WELL AWARE, THIS IS A MOTION THAT COVERS A GOOD DEAL OF POTENTIAL TESTIMONY AND EVIDENCE AT THIS TRIAL, I THINK THERE ARE A NUMBER OF OVERRIDING GENERAL PRINCIPLES AND POLICIES, ESPECIALLY RELATED TO THE ADMISSIBILITY OF CHARACTER EVIDENCE, RELATED TO THE ADMISSIBILITY OF EVIDENCE OF EXPERTS, RELATED TO PARTICULAR SYNDROMES AND RELATED TO THE HEARSAY RULE AND ITS EXCEPTIONS THAT WILL HELP US CUT THROUGH MANY OF THE INDIVIDUAL INCIDENTS AND PERHAPS SET SOME GENERAL GUIDELINES THAT WILL ASSIST THE COURT IN ADDRESSING ALL OF THIS EVIDENCE.",1/11/1995
"AS I READ THE PEOPLE'S RESPONSE TO THE DEFENDANT'S MOTION IN LIMINE, IT REMINDED ME OF MY OWN BRIEF BUT STELLAR CAREER AS A PROSECUTOR.",1/11/1995
"I WAS ASSIGNED TO THE ORGANIZED CRIME DIVISION OF THE OFFICE, AND THAT IS WHERE I FIRST ENCOUNTERED THE POWER OF THE LABELS THAT WE PUT ON CRIMINAL CASES.",1/11/1995
"WE ACTUALLY HAD A RUBBER STAMP THAT WE WOULD STAMP ON THE FILES ""ORGANIZED CRIME DIVISION"" IN THREE-INCH LETTERS.",1/11/1995
"AND WHEN WE MARKED A NEW CARD, WE WERE VERY CAREFUL TO MAKE SURE THAT THAT WAS EXPOSED SO THAT EVERYBODY KNEW THIS WAS AN ORGANIZED CRIME CASE.",1/11/1995
AND IT TRANSFORMED THE PROCEEDINGS.,1/11/1995
THE DEFENDANT SUDDENLY BECAME MORE SINISTER.,1/11/1995
THE DEFENSE LAWYERS BECAME MORE MENACING.,1/11/1995
AND PROSECUTORS OF COURSE ARE WELL AWARE OF THE POWER OF LABELS.,1/11/1995
"TODAY OF COURSE, WE DON'T NECESSARILY RELY ON RUBBER STAMPS.",1/11/1995
WE HAVE 35-INCH VIDEO SCREENS TO PUT LABELS ON CASES.,1/11/1995
"BUT THE LABEL THAT THE PROSECUTION WANTS TO PUT ON THIS CASE IS ANNOUNCED IN THEIR RESPONSE TO THE MOTION AT PAGE 3 WHEN THEY SAY IN SHORT, ""THIS IS A DOMESTIC VIOLENCE CASE INVOLVING MURDER, NOT A MURDER CASE INVOLVING DOMESTIC VIOLENCE.""",1/11/1995
"AND BY ATTACHING THAT LABEL, BY SAYING THIS CASE IS A DOMESTIC VIOLENCE CASE, THEY SEEK TO TRANSFORM THESE PROCEEDINGS FROM AN INQUIRY INTO WHO KILLED NICOLE BROWN SIMPSON AND RONALD GOLDMAN ON JUNE 12TH, 1994 INTO A GENERAL INQUIRY INTO THE CHARACTER OF O.J.",1/11/1995
SIMPSON IN WHICH HE WILL BE CALLED UPON TO EXPLAIN EVERY ASPECT OF HIS LIFE FOR 17 YEARS.,1/11/1995
AND THERE IS A FUNDAMENTAL PROBLEM WITH WHAT THE PROSECUTION IS TRYING TO DO HERE.,1/11/1995
"I THINK THAT PROBLEM WAS SUMMONED UP BY WHAT JUDGE MEDKA (PHONETIC), NOW WHITE HOUSE COUNSEL, STATED IN THE CASE OF UNITED STATES VERSUS BAESKE WHEN HE SERVED ON THE DISTRICT OF COLOMBIA COURT OF APPEALS IN 1980.",1/11/1995
"HE SAID: ""IT IS FUNDAMENTAL TO AMERICAN JURISPRUDENCE THAT A DEFENDANT MUST BE TRIED FOR WHAT HE DID, NOT FOR WHO HE IS.""",1/11/1995
"NOW, WE HAVE AN UNUSUAL DEFENDANT IN THIS CASE IN TERMS OF A DEFENDANT BEGINNING WITH A RESERVOIR OF PUBLIC REGARD, A GOOD REPUTATION, AND WE'VE SEEN THE IMPACT OF A PUBLIC CAMPAIGN TO CHANGE THAT.",1/11/1995
WHAT WE ARE CONCERNED ABOUT IS THAT CAMPAIGN BEING BROUGHT INTO THIS COURTROOM UNDER THE GUISE OF EVIDENCE OF BAD CHARACTER.,1/11/1995
AND THE CALIFORNIA EVIDENCE CODE ADHERES TO SOME VERY IMPORTANT GENERAL RULES TO EFFECTUATE THAT GENERAL PRINCIPAL THAT SOMEONE SHOULD BE TRIED FOR WHAT HE DID RATHER THAN WHO HE IS; AND THAT RULE QUITE SIMPLY PROVIDES THAT A DEFENDANT CANNOT BE CONVICTED BY SHOWING HIS BAD CHARACTER OR PROTENSITY TO COMMIT CRIME.,1/11/1995
"THAT IS OF COURSE EMBODIED IN SECTION 1101(A) OF THE EVIDENCE CODE, WHICH PROVIDES: ""EXCEPT AS PROVIDED IN THIS SECTION AND SECTIONS 1102 AND 1103, EVIDENCE OF A PERSON'S CHARACTER OR A TRAIT OF HIS OR HER CHARACTER, WHETHER IN THE FORM OF AN OPINION, EVIDENCE OF REPUTATION OR EVIDENCE OF SPECIFIC INSTANCES OF HIS OR HER CONDUCT IS INADMISSIBLE WHEN OFFERED TO PROVE HIS OR HER CONDUCT ON A SPECIFIED OCCASION.""",1/11/1995
"NOW, IT'S IMPORTANT I THINK TO NOTE WHERE IN THE EVIDENCE CODE SECTION 1101 APPEARS.",1/11/1995
"IT APPEARS IN PROVISION 9, WHICH IS HEADED, ""EVIDENCE AFFECTED OR EXCLUDED BY INTRINSIC POLICIES.""",1/11/1995
"THIS EVIDENCE IS KEPT OUT NOT BECAUSE IT'S STRICTLY IRRELEVANT, THAT IT WOULD OFFER NO ASSISTANCE TO THE RESOLUTION OF FACTUAL ISSUES.",1/11/1995
"IN FACT, WE'RE TOLD IN THE SAME PROVISIONS OF THE EVIDENCE CODE THAT THE DEFENDANT, IF HE CHOOSES, CAN PRESENT EVIDENCE OF GOOD CHARACTER.",1/11/1995
"AND AS YOUR HONOR IS AWARE, A STANDARD JURY INSTRUCTION INFORMS THE JURY THAT EVIDENCE OF GOOD CHARACTER ITSELF CAN RAISE A REASONABLE DOUBT.",1/11/1995
SO IT'S NOT THAT CHARACTER EVIDENCE BY ITSELF HAS NO RELEVANCE WHATSOEVER.,1/11/1995
"THE REASON FOR THIS RULE OF EXCLUSION IS BECAUSE THIS EVIDENCE IS SO LIKELY TO BE MISUSED, TO BE USED FOR THE WRONG PURPOSE, TO BE GIVEN GREATER WEIGHT THAN IT TRULY DESERVES.",1/11/1995
"SO AT THE OUTSET, I THINK IT'S HELPFUL TO ASK WHAT ARE THE INTRINSIC POLICIES THAT ARE SERVED BY SECTION 1101(A) AND ITS EXCLUSIONARY RULE.",1/11/1995
"AND THE BEST SUMMARY I GUESS OF THE INTRINSIC POLICIES THAT UNDERLAY SECTION 1101 WAS OFFERED BY JUSTICE FRANK RICHARDSON OF THE CALIFORNIA SUPREME COURT, WHO HAS A WELL-DESERVED REPUTATION FOR GETTING RIGHT TO THE POINT WITH PRECISION, AND HE CERTAINLY DID SO IN THE CASE OF PEOPLE VERSUS THOMAS, 20 CAL.",1/11/1995
3D 457 AT 464.,1/11/1995
"HERE'S WHAT HE SAID ABOUT THE POLICIES THAT UNDERLAY SECTION 1101: ""AS WE EXPLAINED IN CRAMER AND KELLY, THE PURPOSES OF THE FOREGOING EXCLUSIONARY RULE ARE THREEFOLD.",1/11/1995
"""ONE, TO AVOID PLACING THE ACCUSED IN A POSITION IN WHICH HE MUST DEFEND AGAINST UNCHARGED OFFENSES.",1/11/1995
"""SECONDLY, TO GUARD AGAINST THE PROBABILITY THAT EVIDENCE OF SUCH UNCHARGED ACTS WOULD PREJUDICE DEFENDANT IN THE MINDS OF THE JURORS; ""AND THIRD, TO PROMOTE JUDICIAL EFFICIENCY BY RESTRICTING PROOF OF EXTRANEOUS CRIMES.""",1/11/1995
"IN BRIEF, HE CONCLUDED: ""ALTHOUGH DEFENDANT'S PRIOR CRIMINAL ACTS MAY DEMONSTRATE HIS BAD CHARACTER AND HIS PROPENSITY OR DISPOSITION TO COMMIT THE CRIME CHARGED, A DEFENDANT IS NOT TO BE CONVICTED BECAUSE THE PROSECUTION CAN PROVE ON HIS PRIOR RECORD THAT HE IS A BAD MAN.""",1/11/1995
"NOW, EACH OF THESE POLICIES THAT JUSTICE RICHARDSON ENUMERATED IS OF PARTICULAR RELEVANCE TO THIS MOTION AND THIS CASE.",1/11/1995
"FIRST OF ALL, THE PROBLEM OF PUTTING THE ACCUSED IN THE POSITION OF HAVING TO DEFEND AGAINST UNCHARGED CONDUCT.",1/11/1995
"NOW, BY THE INFORMATION FILED IN THIS CASE AFTER THE PRELIMINARY HEARING IN JUNE, MR. SIMPSON WAS PUT ON NOTICE THAT HE WOULD HAVE TO DEFEND AGAINST A CHARGE THAT HE MURDERED NICOLE BROWN SIMPSON AND RONALD GOLDMAN ON JUNE 12TH, 1994.",1/11/1995
"NEARLY EACH WEEK SINCE THEN, THE BREATH OF THE CASE HAS EXPANDED CALLS UPON MR. SIMPSON TO SEARCH FOR EVIDENCE TO EXPLAIN EVENTS THAT TOOK PLACE MANY YEARS AGO.",1/11/1995
"AND JUST ON MONDAY OF THIS WEEK, THE PROSECUTORS FILED AN ADDENDUM TO THEIR RESPONSE TO THIS MOTION SUGGESTING THEY WOULD OFFER EVIDENCE OF NEIGHBORS WHO LIVED IN AN APARTMENT NEXT DOOR TO MR. SIMPSON IN 1977, 1978, AND WHO HEARD LOUD ARGUMENTS.",1/11/1995
WE WERE TOLD THAT MR. SIMPSON WOULD HAVE TO EXPLAIN THE REPORT OF A FOOTBALL FAN WHO CLAIMS THAT HE SAW MR. SIMPSON ON THE BEACH IN 1986 OR 1987 STRIKING A FEMALE COMPANION.,1/11/1995
"NOW, TRY TO IMAGINE WHAT IT IS LIKE TO BE ON TRIAL IN A CASE LIKE THIS WHERE THE CHARGES GROW AS FAST AS THE TABLOIDS CAN SUPPLY NEW FODDER.",1/11/1995
IT IS TRULY KAFKAESQUE.,1/11/1995
"YOUR HONOR COMPILED A LIST WITH A TOTAL OF 59 SEPARATE ITEMS WHICH ARE NOW IN ISSUE, AND THE LIST KEEPS GROWING, AND THAT'S A CONCERN.",1/11/1995
"IT'S A CONCERN TO ANY DEFENDANT AND IT'S A CONCERN ADDRESSED BY SECTION 1101 WHEN, AS JUSTICE RICHARDSON PUT IT, WE NEED TO BE CONCERNED ABOUT PUTTING THE ACCUSED IN THE POSITION OF HAVING TO DEFEND AGAINST CONDUCT WHICH IS NOT CHARGED, WHICH IS SIMPLY BEING ADDED TO THE CHARGES.",1/11/1995
"AND I THINK IT'S QUITE IRONIC THAT MUCH OF THE CONDUCT THAT WE'RE GOING TO BE TALKING ABOUT COULDN'T BE CHARGED EVEN IF THE PROSECUTION WANTED TO BECAUSE THE STATUTE OF LIMITATIONS HAS LONG ELAPSED, AND IT'S IRONIC THAT THIS CAN BE DRAGGED IN AS KIND OF A CABOOSE TO A SEPARATE TRIAL RELATING TO CHARGED CONDUCT.",1/11/1995
THE SECOND POLICY THAT JUSTICE RICHARDSON MENTIONED IS TO GUARD AGAINST THE PROBABILITY OF PREJUDICE.,1/11/1995
AND THE POSSIBILITY OF PREJUDICE IN THIS CASE IS NOT ONLY REAL; IT IS MEASURABLE.,1/11/1995
"I THINK THE MOST SOPHISTICATED EFFECT OR EFFORT TO MEASURE THE POTENTIAL PREJUDICE OF THIS KIND OF EVIDENCE WAS THE CLASSIC STUDY OF JURY BEHAVIOR BY PROFESSORS CALVIN AND SIDEL, IN WHICH AFTER STUDYING A WHOLE SPECTRUM OF JURY TRIALS, THEY CONCLUDED THAT THE RATE OF ACQUITTAL BY JURIES DROPPED FROM 42 PERCENT TO 25 PERCENT SIMPLY UPON LEARNING THAT THE DEFENDANT HAD A PRIOR CRIMINAL RECORD.",1/11/1995
"I THINK YOU CAN ALSO JUST LOOK AT THE IMPACT ON THE PUBLIC OPINION POLLS IN TERMS OF THE PUBLIC PERCEPTION OF MR. SIMPSON'S GUILT BEFORE AND AFTER THE RELEASE OF THE 911 TAPES BACK IN JUNE AND JULY, A VERY MEASURABLE PERCEPTIBLE EFFECT SHOWING THAT THE IMPACT THAT THIS KIND OF EVIDENCE HAS IS FAR IN EXCESS OF THE WEIGHT THAT IT SHOULD BE ACCORDED.",1/11/1995
"IN THE MOST RECENT EFFORT TO ADDRESS THE MYRIAD OF ISSUES RELATED TO THE ADMISSION OF THIS KIND OF EVIDENCE, PEOPLE VERSUS EWOLDT, DECIDED IN FEBRUARY OF LAST YEAR BY THE CALIFORNIA SUPREME COURT, JUSTICE GEORGE NOTED THE SPECIAL DANGER OF PREJUDICE WHERE THE PRIOR CONDUCT WAS NOT THE SUBJECT OF A CRIMINAL CONVICTION.",1/11/1995
AND I THINK IT'S WORTH NOTING THAT ONLY ONE OF THE PRIOR INCIDENTS THAT THE PROSECUTION WILL SEEK TO UTILIZE IN THIS CASE ACTUALLY WAS LITIGATED AND ENDED IN A CONVICTION BASED ON MR. SIMPSON'S PLEA OF NO CONTEST.,1/11/1995
"JUSTICE GEORGE POINTED OUT IN EWOLDT: ""THE PREJUDICIAL EFFECT OF THIS EVIDENCE IS HEIGHTENED BY THE CIRCUMSTANCE THAT DEFENDANT'S UNCHARGED ACTS DID NOT RESULT IN CRIMINAL CONVICTIONS.",1/11/1995
"""THIS CIRCUMSTANCE INCREASED THE DANGER THAT THE JURY MIGHT HAVE BEEN INCLINED TO PUNISH THE DEFENDANT FOR UNCHARGED OFFENSES REGARDLESS OF WHETHER IT CONSIDERED HIM GUILTY OF THE CHARGED OFFENSE AND INCREASED LIKELIHOOD OF CONFUSING THE ISSUES BECAUSE THE JURY HAD TO DETERMINE WHETHER THE UNCHARGED OFFENSES HAD IN FACT OCCURRED.""",1/11/1995
THE THIRD POLICY THAT JUSTICE RICHARDSON LAID OUT FOR US WAS THE PROMOTION OF JUDICIAL EFFICIENCY BY RESTRICTING THE PROOF OF EXTRANEOUS CRIMES.,1/11/1995
EACH OF THE INDIVIDUAL INCIDENTS THAT WE'RE GOING TO BE TALKING ABOUT IN THE COURSE OF THIS MOTION WILL REQUIRE A MINI TRIAL IN ITSELF.,1/11/1995
I CAN ASSURE THE COURT THAT THERE ARE TWO SIDES TO EVERY ONE OF THESE ALLEGED INCIDENTS.,1/11/1995
THE CREDIBILITY OF THE WITNESSES WHO ARE PRESENTING THESE INCIDENTS WILL ITSELF BE SUBJECT TO CHALLENGE.,1/11/1995
"IN MANY CASES, THE WITNESSES HAVE ALREADY EXHIBITED BIAS BY PUBLICLY ANNOUNCING THEIR OWN CONCLUSIONS WITH RESPECT TO THE GUILT OR INNOCENCE OF THE DEFENDANT.",1/11/1995
"MEMORIES ABOUT THESE INCIDENTS WILL DIFFER WIDELY AS WE REACH FURTHER BACK, IN SOME CASES, TO EVENTS 17 YEARS AGO; AND THE ADMISSIBILITY OF THIS EVIDENCE WILL FREQUENTLY RAISE A 403 QUESTION UNDER THE EVIDENCE CODE, A PRELIMINARY ISSUE OF FACT THAT RELATES TO THE RELEVANCY OF THE EVIDENCE REQUIRING THE COURT TO ACTUALLY MAKE A DETERMINATION IN ADVANCE WITH RESPECT TO THE RELEVANCY OF THE EVIDENCE AND THEN INSTRUCTING THE JURY THAT THEY NEED TO DISREGARD IT IF THEY FIND THAT IN FACT THESE INCIDENTS DID NOT OCCUR.",1/11/1995
AND THERE WILL BE VERY COMPLEX JURY INSTRUCTIONS REQUIRED WITH RESPECT TO EACH OF THESE INCIDENTS.,1/11/1995
SO CERTAINLY THE PROMOTION OF JUDICIAL EFFICIENCY WILL BE FURNISHED BY RESTRICTING PROOF OF EXTRANEOUS CRIMES AND DEMANDING THAT THIS CASE REALLY FOCUS ON THE EVENTS OF WHAT ACTUALLY HAPPENED ON JUNE 12TH RATHER THAN REACHING BACK.,1/11/1995
"NOW, THERE ARE OF COURSE FOUR VERY CAREFULLY LIMITED EXCEPTIONS TO SECTION 1101(A), AND THREE OF THOSE EXCEPTIONS ARE WHERE THE DEFENDANT HIMSELF CHOOSES HIMSELF TO PUT CHARACTER IN ISSUE.",1/11/1995
"FOR EXAMPLE, IF THE DEFENDANT CHOOSES TO OFFER EVIDENCE OF GOOD CHARACTER, THAT EVIDENCE CAN OF COURSE BE REBUTTED BY THE PROSECUTION UNDER SECTION 1102 AND THEY CAN PRESENT EVIDENCE OF BAD CHARACTER RELATING TO THE SAME TRAITS OF CHARACTER.",1/11/1995
"SECONDLY, IF A DEFENDANT OFFERS EVIDENCE OF THE VIOLENT CHARACTER OF A VICTIM IN ORDER TO SUSTAIN A CLAIM OF SELF-DEFENSE, THE PROSECUTION CAN THEN PUT IN ISSUE THE DEFENDANT'S OWN REPUTATION FOR VIOLENCE.",1/11/1995
"BUT AGAIN, IT'S BECAUSE THE DEFENDANT HAS OPENED THE DOOR BY CHALLENGING THE CHARACTER OF THE VICTIM.",1/11/1995
HE THEN INVITES A CHALLENGE TO HIS OWN CHARACTER.,1/11/1995
AND THAT OF COURSE WILL NOT TAKE PLACE IN THIS TRIAL.,1/11/1995
"THIRDLY, IF THE DEFENDANT TESTIFIES, THE DEFENDANT OF COURSE PUTS HIS OWN CHARACTER FOR TRUTH AND VERACITY IN ISSUE.",1/11/1995
"HE CAN BE IMPEACHED THE SAME AS ANY OTHER WITNESS UNDER SECTION 780 OF THE EVIDENCE CODE, AND EVIDENCE THAT REBUTS HIS FACTUAL ALLEGATIONS IN THE COURSE OF HIS TESTIMONY MAY BE PRESENTED IN REBUTTAL.",1/11/1995
"FINALLY -- AND THIS IS THE CATEGORY OF EXCEPTION THAT I THINK WE WILL BE FOCUSING OUR ATTENTION ON TODAY -- IF THE EVIDENCE OF CHARACTER OF SPECIFIC INSTANCES, SPECIFIC ACTS IS RELEVANT TO PROVE A FACT OTHER THAN PROPENSITY BASED ON THE SIMILARITY OF THE ACT, THAT BECAUSE THE PRIOR ACT IS SIMILAR TO THE CRIME THAT WE ARE LITIGATING IN THIS CASE, WE CAN INFER THAT BOTH ACTS WERE DONE WITH THE SAME MOTIVE OR BOTH ACTS WERE DONE WITH THE SAME INTENT OR INDEED BOTH ACTS WERE DONE BY THE SAME PERSON TO SHOW IDENTITY, THEN THE ACT MAY BE RELEVANT FOR A PURPOSE OTHER THAN PROPENSITY.",1/11/1995
AND THAT OF COURSE IS THE EXCEPTION LAID OUT IN SECTION 1101(B).,1/11/1995
"NOW, THE PROSECUTION -- AND I THINK THIS IS A THRESHOLD ISSUE THAT YOUR HONOR MAY NEED TO CUT THROUGH IN TERMS OF DEALING WITH THE ISSUES RAISED BY THIS MOTION -- IS SEEKING TO ADD A FIFTH EXCEPTION TO THE FOUR THAT WE FIND IN THE EVIDENCE CODE IN SECTION 1102, 1103, 780 AND 1101(B).",1/11/1995
AND I THINK IT'S IMPORTANT TO NOTE THAT THIS FIFTH EXCEPTION IS NOT FOUND IN THE EVIDENCE CODE.,1/11/1995
NOWHERE IN THE EVIDENCE CODE IS THERE ANY REFERENCES TO DOMESTIC VIOLENCE CASES OR RELATIONSHIP VIOLENCE CASES OR ANY SUGGESTION THAT A SPECIAL RULE OR A SEPARATE MODE OF ANALYSIS APPLIES TO ANY SUCH CASE.,1/11/1995
