Sentences,INDX,date_binary,Tags_Clean,Has_Date,Tags_Trim
"MS. MONTGOMERY: Page 70, this is AG, analytical gel, 267, and this is a composite of many samples, quality control samples, positive controls from different amplification days and also two controls relating--two control samples relating to the Bronco, and those are DNA 17--DNA's our DOJ number--17, which is what, LAPD 30, and then also DNA 18 control, which is LAPD 31.",213194,['0'],"['O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'S-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'S-ORG', 'S-CARDINAL', 'O']",1,"['MS O', '. O', 'MONTGOMERY O', ': O', 'Page O', '70 S-CARDINAL', ', O', 'this O', 'is O', 'AG S-ORG', ', O', 'analytical O', 'gel O', ', O', '267 S-CARDINAL', ', O', 'and O', 'this O', 'is O', 'a O', 'composite O', 'of O', 'many O', 'samples O', ', O', 'quality O', 'control O', 'samples O', ', O', 'positive O', 'controls O', 'from O', 'different O', 'amplification O', 'days O', 'and O', 'also O', 'two S-CARDINAL', 'controls O', 'relating O', '-- O', 'two S-CARDINAL', 'control O', 'samples O', 'relating O', 'to O', 'the O', 'Bronco O', ', O', 'and O', 'those O', 'are O', 'DNA O', '17 S-CARDINAL', '-- O', 'DNA O', ""'s O"", 'our O', 'DOJ S-ORG', 'number O', '-- O', '17 O', ', O', 'which O', 'is O', 'what O', ', O', 'LAPD S-ORG', '30 S-CARDINAL', ', O', 'and O', 'then O', 'also O', 'DNA O', '18 S-CARDINAL', 'control O', ', O', 'which O', 'is O', 'LAPD S-ORG', '31 S-CARDINAL', '. O']"
MR. BODZIAK: They're selling them again I believe as of this February or March.,262125,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'S-DATE', 'O']",1,"['MR O', '. O', 'BODZIAK S-PERSON', ': O', 'They O', ""'re O"", 'selling O', 'them O', 'again O', 'I O', 'believe O', 'as O', 'of O', 'this B-DATE', 'February E-DATE', 'or O', 'March S-DATE', '. O']"
On April 10th I think--I think I may have misstated April 6th.,407917,['1'],"['O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['On O', 'April B-DATE', '10th E-DATE', 'I O', 'think O', '-- O', 'I O', 'think O', 'I O', 'may O', 'have O', 'misstated O', 'April B-DATE', '6th E-DATE', '. O']"
"G12 is also a mixture and from here I'm having a difficult time seeing that--the minor contributor, but the minor type, if you--when you look at the gel you will see an 18 band in the 18 region.",211885,['0'],"['S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O']",1,"['G12 S-ORG', 'is O', 'also O', 'a O', 'mixture O', 'and O', 'from O', 'here O', 'I O', ""'m O"", 'having O', 'a O', 'difficult O', 'time O', 'seeing O', 'that O', '-- O', 'the O', 'minor O', 'contributor O', ', O', 'but O', 'the O', 'minor O', 'type O', ', O', 'if O', 'you O', '-- O', 'when O', 'you O', 'look O', 'at O', 'the O', 'gel O', 'you O', 'will O', 'see O', 'an O', '18 S-CARDINAL', 'band O', 'in O', 'the O', '18 S-CARDINAL', 'region O', '. O']"
"86, which you first saw on September the 1st at the Los Angeles Police Department, did you have the opportunity to look at that in more detail at your laboratory?",261312,['1'],"['S-CARDINAL', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['86 S-CARDINAL', ', O', 'which O', 'you O', 'first S-ORDINAL', 'saw O', 'on O', 'September B-DATE', 'the I-DATE', '1st E-DATE', 'at O', 'the B-ORG', 'Los I-ORG', 'Angeles I-ORG', 'Police I-ORG', 'Department E-ORG', ', O', 'did O', 'you O', 'have O', 'the O', 'opportunity O', 'to O', 'look O', 'at O', 'that O', 'in O', 'more O', 'detail O', 'at O', 'your O', 'laboratory O', '? O']"
MR. DARDEN: But how about on a Sunday night?,305463,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O']",1,"['MR O', '. O', 'DARDEN S-PERSON', ': O', 'But O', 'how O', 'about B-DATE', 'on I-DATE', 'a I-DATE', 'Sunday E-DATE', 'night O', '? O']"
"Q: IS THERE ANY DOUBT IN YOUR MIND THAT YOU SAW DETECTIVE FUHRMAN AFTER EIGHT O'CLOCK A:M. ON JUNE 13, 1994?",79261,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['Q O', ': O', 'IS O', 'THERE O', 'ANY O', 'DOUBT O', 'IN O', 'YOUR O', 'MIND O', 'THAT O', 'YOU O', 'SAW O', 'DETECTIVE O', 'FUHRMAN S-PERSON', 'AFTER O', 'EIGHT O', ""O'CLOCK O"", 'A O', ': O', 'M O', '. O', 'ON O', 'JUNE B-DATE', '13 I-DATE', ', I-DATE', '1994 E-DATE', '? O']"
"As far as the June 17th witnesses are concerned, they would be toward the end of rebuttal if the court were to permit us to put that evidence on.",403569,['1'],"['O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['As O', 'far O', 'as O', 'the O', 'June B-DATE', '17th E-DATE', 'witnesses O', 'are O', 'concerned O', ', O', 'they O', 'would O', 'be O', 'toward O', 'the O', 'end O', 'of O', 'rebuttal O', 'if O', 'the O', 'court O', 'were O', 'to O', 'permit O', 'us O', 'to O', 'put O', 'that O', 'evidence O', 'on O', '. O']"
MR. MARTZ: The Merck index is a reference book of about 10 thousand common chemicals that are used.,336990,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'E-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'MARTZ S-PERSON', ': O', 'The O', 'Merck S-ORG', 'index O', 'is O', 'a O', 'reference O', 'book O', 'of O', 'about B-CARDINAL', '10 I-CARDINAL', 'thousand E-CARDINAL', 'common O', 'chemicals O', 'that O', 'are O', 'used O', '. O']"
"I've seen no studies at all that EDTA will break down when it's in the dry form, and based on the studies that I've done on the blood, I can very easily identify EDTA in preserved blood that is several years old.",336641,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['I O', ""'ve O"", 'seen O', 'no O', 'studies O', 'at O', 'all O', 'that O', 'EDTA S-ORG', 'will O', 'break O', 'down O', 'when O', 'it O', ""'s O"", 'in O', 'the O', 'dry O', 'form O', ', O', 'and O', 'based O', 'on O', 'the O', 'studies O', 'that O', 'I O', ""'ve O"", 'done O', 'on O', 'the O', 'blood O', ', O', 'I O', 'can O', 'very O', 'easily O', 'identify O', 'EDTA O', 'in O', 'preserved O', 'blood O', 'that O', 'is O', 'several B-DATE', 'years I-DATE', 'old E-DATE', '. O']"
"SO AS YOU SIT HERE NOW EVEN TODAY, YOU DON'T REALLY KNOW WHAT CAUSED THIS ALTERCATION OR CONFRONTATION; IS THAT CORRECT, SIR?",17087,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['SO O', 'AS O', 'YOU O', 'SIT O', 'HERE O', 'NOW O', 'EVEN O', 'TODAY S-DATE', ', O', 'YOU O', ""DON'T O"", 'REALLY O', 'KNOW O', 'WHAT O', 'CAUSED O', 'THIS O', 'ALTERCATION O', 'OR O', 'CONFRONTATION O', '; O', 'IS O', 'THAT O', 'CORRECT O', ', O', 'SIR O', '? O']"
It meets every three years in a different country and the organization for that particular meeting is made by the country which hosts it.,259878,['1'],"['O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['It O', 'meets O', 'every B-DATE', 'three I-DATE', 'years E-DATE', 'in O', 'a O', 'different O', 'country O', 'and O', 'the O', 'organization O', 'for O', 'that O', 'particular O', 'meeting O', 'is O', 'made O', 'by O', 'the O', 'country O', 'which O', 'hosts O', 'it O', '. O']"
What year was that?,255535,['0'],"['O', 'O', 'O', 'O', 'O']",1,"['What O', 'year O', 'was O', 'that O', '? O']"
8:05 on--and we're talking June 13th; is that correct?,321166,['1'],"['S-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",1,"['8:05 S-TIME', 'on O', '-- O', 'and O', 'we O', ""'re O"", 'talking O', 'June B-DATE', '13th E-DATE', '; O', 'is O', 'that O', 'correct O', '? O']"
"Let's try it this way: If Robin Cotton had testified that the amount of human DNA that was used for the RFLP testing at Cellmark for sample 52 was 25 nanograms of human DNA, would that be consistent with your calculations that--with your slot-blot of 3.64 nanograms based on the assumption that you had 11.5 percent of the sample?",204174,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'S-CARDINAL', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'E-PERCENT', 'O', 'O', 'O', 'O']",1,"['Let O', ""'s O"", 'try O', 'it O', 'this O', 'way O', ': O', 'If O', 'Robin B-PERSON', 'Cotton E-PERSON', 'had O', 'testified O', 'that O', 'the O', 'amount O', 'of O', 'human O', 'DNA O', 'that O', 'was O', 'used O', 'for O', 'the O', 'RFLP O', 'testing O', 'at O', 'Cellmark S-ORG', 'for O', 'sample O', '52 S-CARDINAL', 'was O', '25 B-QUANTITY', 'nanograms E-QUANTITY', 'of O', 'human O', 'DNA O', ', O', 'would O', 'that O', 'be O', 'consistent O', 'with O', 'your O', 'calculations O', 'that O', '-- O', 'with O', 'your O', 'slot-blot O', 'of O', '3.64 B-QUANTITY', 'nanograms E-QUANTITY', 'based O', 'on O', 'the O', 'assumption O', 'that O', 'you O', 'had O', '11.5 O', 'percent O', 'of O', 'the O', 'sample O', '? O']"
"MR. NEUFELD: And in that second round of testing you got another 50 samples, didn't you?",192041,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'And O', 'in O', 'that O', 'second S-ORDINAL', 'round O', 'of O', 'testing O', 'you O', 'got O', 'another O', '50 S-CARDINAL', 'samples O', ', O', 'did O', ""n't O"", 'you O', '? O']"
DR. HUIZENGA: 1980?,316533,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['DR O', '. O', 'HUIZENGA O', ': O', '1980 S-DATE', '? O']"
See you tomorrow.,356960,['1'],"['O', 'O', 'S-DATE', 'O']",1,"['See O', 'you O', 'tomorrow S-DATE', '. O']"
THOMPSON: I don't recall if there was a second one or not.,321777,['0'],"['S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O']",1,"['THOMPSON S-PERSON', ': O', 'I O', 'do O', ""n't O"", 'recall O', 'if O', 'there O', 'was O', 'a O', 'second S-ORDINAL', 'one O', 'or O', 'not O', '. O']"
"So the question is, is something that's alleged to have happened previously or as much as 13 months before the testing in this case or even a month before the testing in this case, is that sufficiently probative to outweigh confusing and misleading the jury.",348724,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['So O', 'the O', 'question O', 'is O', ', O', 'is O', 'something O', 'that O', ""'s O"", 'alleged O', 'to O', 'have O', 'happened O', 'previously O', 'or O', 'as B-DATE', 'much I-DATE', 'as I-DATE', '13 I-DATE', 'months E-DATE', 'before O', 'the O', 'testing O', 'in O', 'this O', 'case O', 'or O', 'even O', 'a B-DATE', 'month E-DATE', 'before O', 'the O', 'testing O', 'in O', 'this O', 'case O', ', O', 'is O', 'that O', 'sufficiently O', 'probative O', 'to O', 'outweigh O', 'confusing O', 'and O', 'misleading O', 'the O', 'jury O', '. O']"
"MR. HARMON: Let's go back to June 13, 1994.",215893,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'HARMON S-PERSON', ': O', 'Let O', ""'s O"", 'go O', 'back O', 'to O', 'June B-DATE', '13 I-DATE', ', I-DATE', '1994 E-DATE', '. O']"
3 next to it (indicating) .,248977,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['3 S-CARDINAL', 'next O', 'to O', 'it O', '( O', 'indicating O', ') O', '. O']"
"MR. COCHRAN: And in fact, from the very beginning, from the time that you first spoke with the detectives in this case on June 21st, you said it was a big white car; is that right?",307133,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'And O', 'in O', 'fact O', ', O', 'from O', 'the O', 'very O', 'beginning O', ', O', 'from O', 'the O', 'time O', 'that O', 'you O', 'first S-ORDINAL', 'spoke O', 'with O', 'the O', 'detectives O', 'in O', 'this O', 'case O', 'on O', 'June B-DATE', '21st E-DATE', ', O', 'you O', 'said O', 'it O', 'was O', 'a O', 'big O', 'white O', 'car O', '; O', 'is O', 'that O', 'right O', '? O']"
"So I have to still rule on 1036, 1043, 1052, 1132, 1170, 1224, 1241, 1253, and that's it.",402039,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['So O', 'I O', 'have O', 'to O', 'still O', 'rule O', 'on O', '1036 B-DATE', ', I-DATE', '1043 I-DATE', ', I-DATE', '1052 I-DATE', ', I-DATE', '1132 I-DATE', ', I-DATE', '1170 E-DATE', ', O', '1224 S-CARDINAL', ', O', '1241 S-CARDINAL', ', O', '1253 S-CARDINAL', ', O', 'and O', 'that O', ""'s O"", 'it O', '. O']"
MR. NEUFELD: May I approach the witness?,346358,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'May O', 'I O', 'approach O', 'the O', 'witness O', '? O']"
MR. SCHECK: And your protocol is to develop them between 20 and 30 minutes?,413119,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'And O', 'your O', 'protocol O', 'is O', 'to O', 'develop O', 'them O', 'between B-TIME', '20 I-TIME', 'and I-TIME', '30 I-TIME', 'minutes E-TIME', '? O']"
The quantities were extremely small though during the early years.,256725,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['The O', 'quantities O', 'were O', 'extremely O', 'small O', 'though O', 'during O', 'the B-DATE', 'early I-DATE', 'years E-DATE', '. O']"
"MR. DARDEN: YES, IT IS FRIDAY, ISN'T IT?",133681,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'DARDEN O', ': O', 'YES O', ', O', 'IT O', 'IS O', 'FRIDAY S-DATE', ', O', ""ISN'T O"", 'IT O', '? O']"
"This is this famous purchase, December of 1990, wasn't it?",439537,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",1,"['This O', 'is O', 'this O', 'famous O', 'purchase O', ', O', 'December B-DATE', 'of I-DATE', '1990 E-DATE', ', O', 'was O', ""n't O"", 'it O', '? O']"
"So we go from 14, 16, 17, 18, 19, so on.",211387,['1'],"['O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-DATE', 'O', 'O', 'O', 'O']",1,"['So O', 'we O', 'go O', 'from O', '14 S-CARDINAL', ', O', '16 S-CARDINAL', ', O', '17 S-CARDINAL', ', O', '18 S-CARDINAL', ', O', '19 S-DATE', ', O', 'so O', 'on O', '. O']"
"MR. DARDEN: Would you agree that there are approximately 21 gates, metal gates, on the buildings located on the west side of Bundy between Gorham and Dorothy?",304700,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'E-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'S-GPE', 'O', 'S-GPE', 'O']",1,"['MR O', '. O', 'DARDEN S-PERSON', ': O', 'Would O', 'you O', 'agree O', 'that O', 'there O', 'are O', 'approximately B-CARDINAL', '21 E-CARDINAL', 'gates O', ', O', 'metal O', 'gates O', ', O', 'on O', 'the O', 'buildings O', 'located O', 'on O', 'the O', 'west O', 'side O', 'of O', 'Bundy S-GPE', 'between O', 'Gorham S-GPE', 'and O', 'Dorothy S-GPE', '? O']"
Let me look at our list and let's see where we get today and let me talk to you back about it at the end of the day.,370120,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['Let O', 'me O', 'look O', 'at O', 'our O', 'list O', 'and O', 'let O', ""'s O"", 'see O', 'where O', 'we O', 'get O', 'today S-DATE', 'and O', 'let O', 'me O', 'talk O', 'to O', 'you O', 'back O', 'about O', 'it O', 'at O', 'the B-TIME', 'end I-TIME', 'of I-TIME', 'the I-TIME', 'day E-TIME', '. O']"
"NOW, I WANT YOU TO LOOK CLOSELY AT 59.",38505,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['NOW O', ', O', 'I O', 'WANT O', 'YOU O', 'TO O', 'LOOK O', 'CLOSELY O', 'AT O', '59 S-DATE', '. O']"
"And I heard lawyers yesterday talk briefly about domestic violence and just slough it off, just slough it off to the side like it didn't mean anything.",445823,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['And O', 'I O', 'heard O', 'lawyers O', 'yesterday S-DATE', 'talk O', 'briefly O', 'about O', 'domestic O', 'violence O', 'and O', 'just O', 'slough O', 'it O', 'off O', ', O', 'just O', 'slough O', 'it O', 'off O', 'to O', 'the O', 'side O', 'like O', 'it O', 'did O', ""n't O"", 'mean O', 'anything O', '. O']"
"AND SO WHEN MISS CLARK TELLS YOU YESTERDAY THAT IT IS POSSIBLE -- LIKE COOKING OR DOING SOMETHING LIKE THAT, SHE SAID SHE WASN'T AN EXPERT, AND I AGREE NOW ON THAT AT LEAST -- SHE IS AN EXPERT LAWYER, BUT NOT IN THIS AREA -- THE EXPERTS WILL SAY THAT IS JUST NOT TRUE.",9032,['1'],"['O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['AND O', 'SO O', 'WHEN O', 'MISS O', 'CLARK S-PERSON', 'TELLS O', 'YOU O', 'YESTERDAY S-DATE', 'THAT O', 'IT O', 'IS O', 'POSSIBLE O', '-- O', 'LIKE O', 'COOKING O', 'OR O', 'DOING O', 'SOMETHING O', 'LIKE O', 'THAT O', ', O', 'SHE O', 'SAID O', 'SHE O', ""WASN'T O"", 'AN O', 'EXPERT O', ', O', 'AND O', 'I O', 'AGREE O', 'NOW O', 'ON O', 'THAT O', 'AT O', 'LEAST O', '-- O', 'SHE O', 'IS O', 'AN O', 'EXPERT O', 'LAWYER O', ', O', 'BUT O', 'NOT O', 'IN O', 'THIS O', 'AREA O', '-- O', 'THE O', 'EXPERTS O', 'WILL O', 'SAY O', 'THAT O', 'IS O', 'JUST O', 'NOT O', 'TRUE O', '. O']"
MR. FORD: Monday.,325161,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['MR O', '. O', 'FORD O', ': O', 'Monday S-DATE', '. O']"
2 as we look at it?,244385,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['2 S-CARDINAL', 'as O', 'we O', 'look O', 'at O', 'it O', '? O']"
"IN ADDITION, YOUR HONOR, THE FACT THAT DETECTIVE FUHRMAN RESPONDED AS A HOMICIDE DETECTIVE IN 1994 IS NOT OF ANY MOMENT EITHER WHEN ONE CONSIDERS THAT THE HOMICIDE UNIT AT WEST L.A: CONSISTS OF ONLY FOUR HOMICIDE DETECTIVES, ALL OF WHOM RESPOND TO EVERY HOMICIDE.",64399,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'E-GPE', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['IN O', 'ADDITION O', ', O', 'YOUR O', 'HONOR O', ', O', 'THE O', 'FACT O', 'THAT O', 'DETECTIVE O', 'FUHRMAN S-PERSON', 'RESPONDED O', 'AS O', 'A O', 'HOMICIDE O', 'DETECTIVE O', 'IN O', '1994 S-DATE', 'IS O', 'NOT O', 'OF O', 'ANY O', 'MOMENT O', 'EITHER O', 'WHEN O', 'ONE O', 'CONSIDERS O', 'THAT O', 'THE O', 'HOMICIDE O', 'UNIT O', 'AT O', 'WEST B-GPE', 'L.A E-GPE', ': O', 'CONSISTS O', 'OF O', 'ONLY O', 'FOUR S-CARDINAL', 'HOMICIDE O', 'DETECTIVES O', ', O', 'ALL O', 'OF O', 'WHOM O', 'RESPOND O', 'TO O', 'EVERY O', 'HOMICIDE O', '. O']"
"It's been characterized as being immunity from being held in contempt, and then there's some case authority to indicate that independent of the shield law, there's also some sort of first amendment constitutional right to protect confidential information and news sources that could be conceivably analogized to a privilege.",348240,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['It O', ""'s O"", 'been O', 'characterized O', 'as O', 'being O', 'immunity O', 'from O', 'being O', 'held O', 'in O', 'contempt O', ', O', 'and O', 'then O', 'there O', ""'s O"", 'some O', 'case O', 'authority O', 'to O', 'indicate O', 'that O', 'independent O', 'of O', 'the O', 'shield O', 'law O', ', O', 'there O', ""'s O"", 'also O', 'some O', 'sort O', 'of O', 'first S-ORDINAL', 'amendment O', 'constitutional O', 'right O', 'to O', 'protect O', 'confidential O', 'information O', 'and O', 'news O', 'sources O', 'that O', 'could O', 'be O', 'conceivably O', 'analogized O', 'to O', 'a O', 'privilege O', '. O']"
"MS. CLARK: Is that the photograph you took on December 29th, 1990?",405143,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MS O', '. O', 'CLARK S-PERSON', ': O', 'Is O', 'that O', 'the O', 'photograph O', 'you O', 'took O', 'on O', 'December B-DATE', '29th I-DATE', ', I-DATE', '1990 E-DATE', '? O']"
