Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"But when you're doing the forward and reverse typing for the ABO, you need a decent quantity because you want to get separation between the blood cells and the plasma.",5/30/1995,224568,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So for that purpose, you need a little bit better volume.",5/30/1995,224569,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: You need as much as three-quarters of a mil?,5/30/1995,224570,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: That might be on the high side, but it's approximately.",5/30/1995,224571,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Now, do you recall that--you know a criminalist named Mark Taylor; do you not?",5/30/1995,224572,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224573,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: And you recall that he visited your laboratory at piper tech on January 18th, 1995 with myself, Mr. Blasier, and an individual named Dr. John Gerdes?",5/30/1995,224574,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224575,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: And you recall that we took pictures that day of Mr. Simpson's blood vial?,5/30/1995,224576,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224577,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I recall that.,5/30/1995,224578,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: And you recall that Mr. Matheson was present at that meeting when we took pictures of the blood vial?,5/30/1995,224579,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224580,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Beyond the scope.,5/30/1995,224581,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224582,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224583,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: And at that meeting, did--was there not a review with you and Mr. Matheson with respect to each entry on the blood vial that reflected someone from LAPD entering into the blood vial and removing blood?",5/30/1995,224584,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224585,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Calls for hearsay, speculation, beyond the scope.",5/30/1995,224586,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224587,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: They were discussing some things and pointing here and there at--I don't know for sure exactly what they were talking about.,5/30/1995,224588,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: You weren't part of that conversation?,5/30/1995,224589,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224590,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It's vague as to those conversations.,5/30/1995,224591,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224592,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: You said there was conversation you didn't understand?,5/30/1995,224593,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224594,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"They were talking next to where mark had the camera set up, next to those hot lights.",5/30/1995,224595,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: There's an entry on the blood vial on--for June 25th that Mr. Harmon asked you about on direct examination, right?",5/30/1995,224596,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: As to June 25th, 1994?",5/30/1995,224597,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Yeah.,5/30/1995,224598,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224599,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Your initials are on the vial as somebody that entered it and removed it?,5/30/1995,224600,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Okay.,5/30/1995,224601,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Is that true?,5/30/1995,224602,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Well, I would have to see that.",5/30/1995,224603,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I--that's something I would do, but I mean, it sounds like you're making a statement of fact.",5/30/1995,224604,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Well, I'm asking.",5/30/1995,224605,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Are there not--is there not a--on the blood vial itself, an indication that on June 25th you, as reflected by your initials, entered the vial to remove blood?",5/30/1995,224606,,,,,,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,1,1.0,,,,,,,,1,0,1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
MR. YAMAUCHI: That sounds like something I'd do.,5/30/1995,224607,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'd have to see the vial to make sure.,5/30/1995,224608,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Well, Mr.--don't you recall Mr. Harmon asking you questions about that entry on direct examination?",5/30/1995,224609,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Whether I initialed it or not?,5/30/1995,224610,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Whether you removed blood from the vial on June 25th.,5/30/1995,224611,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Of course I remember him asking me that, but you were talking again about my initials and stuff like that on there and the date.",5/30/1995,224612,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: When--do you recall Mr. Taylor, others in the room questioning you about how much you took out of the vial on June 25th when we visited the laboratory on January 18th?",5/30/1995,224613,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224614,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It's hearsay.,5/30/1995,224615,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224616,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: I don't remember them specifically asking me, but if they did, I would have referred to my notes.",5/30/1995,224617,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Do you have notes?,5/30/1995,224618,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224619,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Of the meeting?,5/30/1995,224620,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Of the meeting, no.",5/30/1995,224621,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Of my notes for the serology item description notes.,5/30/1995,224622,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Did you tell Mr. Taylor and the others in the room that you just took blood for threads, a drop or two, and you put back into the tube the blood that you didn't use?",5/30/1995,224623,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Now I know I wouldn't say that because I would never put blood back in the tube.,5/30/1995,224624,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: You didn't say that?,5/30/1995,224625,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Nope.,5/30/1995,224626,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Did you say that you only used a drop or two that would be, at the most, .05 milliliters?",5/30/1995,224627,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: .05 milliliters.,5/30/1995,224628,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No.,5/30/1995,224629,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: You did not say that about the amount of blood that you withdraw from the tube on June 25th, that you just took a drop or two constituting at most, .05 milliliters?",5/30/1995,224630,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: If they were asking me how much I took to make the threads, I might have said that.",5/30/1995,224631,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"But overall, I took more out because I had to do the ABO typing also.",5/30/1995,224632,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: My question is, did you tell Mr. Taylor and others in the room that you took just .05 milliliters to make threads when you went into the vial on June 25th?",5/30/1995,224633,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: If the question was, did I make threads, how much did I take out to make the threads, yes.",5/30/1995,224634,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Do you have as you sit here today an independent recollection of how much blood you took out of the vial on June 25th?,5/30/1995,224635,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Looking back on my notes, I have approximately three-quarters of an ml.",5/30/1995,224636,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: All right.,5/30/1995,224637,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And there is nothing--you're looking now at the serology case summary sheet?,5/30/1995,224638,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Serology item description notes.,5/30/1995,224639,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Right.,5/30/1995,224640,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"That's 1189-A, the one we were just talking--the one I just showed you?",5/30/1995,224641,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Was one or the other.,5/30/1995,224642,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: And that note reflects one three-quarters of a milliliter being withdrawn, correct?",5/30/1995,224643,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224644,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: But there is no notation in any notes of Mr. Matheson taking three-quarters of a milliliter on June 27th?,5/30/1995,224645,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224646,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"That calls for speculation, hearsay.",5/30/1995,224647,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224648,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Sustained.,5/30/1995,224649,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,5/30/1995,224650,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Mr. Scheck, we need to take a comfort break for the jurors.",5/30/1995,224651,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We'll take a five-minute comfort break.,5/30/1995,224652,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,5/30/1995,224653,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Any jurors that want to step into the jury room, feel free to do so.",5/30/1995,224654,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Don't go away.,5/30/1995,224655,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Recess.),5/30/1995,224656,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(The following proceedings were held at the bench:) THE COURT: All right.,5/30/1995,224657,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We're over at the sidebar.,5/30/1995,224658,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Mr. Harmon, what's up?",5/30/1995,224659,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. HARMON: Before we forget, we want to start getting that discovery stuff.",5/30/1995,224660,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It's now obvious they have some material they intend to present.,5/30/1995,224661,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So we'd like to start receiving it this afternoon.,5/30/1995,224662,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I'm sure they've got it right there, Gerdes, Taylor stuff.",5/30/1995,224663,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If they don't have discovery, that was bad faith, and we need to clear the air on that.",5/30/1995,224664,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So either turn it over this afternoon or sanction them for misleading the jury, having no good faith basis for asking those questions.",5/30/1995,224665,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So pick your swords.,5/30/1995,224666,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: If the Court wants to see the document I was referring to, I'll show it to the Court.",5/30/1995,224667,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I don't believe it's a discovery item.,5/30/1995,224668,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: Now that you've started using it for impeachment purposes, now it's discoverable.",5/30/1995,224669,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So cough it up.,5/30/1995,224670,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: But, your Honor, there's no report.",5/30/1995,224671,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: If there's no reports, these people aren't testifying then.",5/30/1995,224672,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I'm giving you fair warning that if there aren't reports and you're using it to cross-examine, those witnesses are not testifying.",5/30/1995,224673,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Fair warning.,5/30/1995,224674,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Fair warning.,5/30/1995,224675,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Fair warning if there's no reports.,5/30/1995,224676,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Let's proceed.,5/30/1995,224677,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. COCHRAN: Judge, can I say one thing?",5/30/1995,224678,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: No.,5/30/1995,224679,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"No, Mr. Cochran.",5/30/1995,224680,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(The following proceedings were held in open court:) THE COURT: All right.,5/30/1995,224681,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Let the record reflect that we've got all of our jurors back.,5/30/1995,224682,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
All right.,5/30/1995,224683,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Mr. Scheck.,5/30/1995,224684,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Mr. Yamauchi, do you have a problem with outbreaks of contamination at the LAPD laboratory?",5/30/1995,224685,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224686,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It's vague as to outbreaks.,5/30/1995,224687,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224688,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Have you ever heard the phrase ""Outbreaks of contamination""?",5/30/1995,224689,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: I take it we're referring to the serology PCR process?,5/30/1995,224690,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: We're referring to the DNA testing.,5/30/1995,224691,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: I've heard it expressed in this case.,5/30/1995,224692,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Before this case, had you ever heard the phrase?",5/30/1995,224693,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: ""Outbreak,"" no.",5/30/1995,224694,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Had you read it in any document?,5/30/1995,224695,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Wouldn't have come to recollection before this case.,5/30/1995,224696,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No.,5/30/1995,224697,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Have you read the national research council report on DNA typing?,5/30/1995,224698,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Yes, I have.",5/30/1995,224699,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: All right.,5/30/1995,224700,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you recall encountering the phrase in that report?,5/30/1995,224701,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224702,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Hearsay, no foundation.",5/30/1995,224703,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224704,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Once again, because I saw it talked about in this case, I remember it from that.",5/30/1995,224705,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"But prior to that, it wouldn't come to my recollection.",5/30/1995,224706,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: In the course of DNA typing at your laboratory from the moment you started through the time that you did testing in this case, have there been incidents where you as laboratory analysts discovered what you considered to be contamination problems?",5/30/1995,224707,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: No.,5/30/1995,224708,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Was there an incident involving lots or reagents concerning amplification run no.,5/30/1995,224709,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
33 that caused you to consult with the manufacturer about the kits that you'd been given?,5/30/1995,224710,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224711,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It's vague.,5/30/1995,224712,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"""You"" is vague, your Honor.",5/30/1995,224713,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224714,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Rephrase the question.,5/30/1995,224715,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: All right.,5/30/1995,224716,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Was there an incident involving contamination which yourself, Erin Riley and others in your laboratory believed came from kits or reagents that you received from Roche?",5/30/1995,224717,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224718,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Calls for speculation, no foundation.",5/30/1995,224719,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Rephrase the question.,5/30/1995,224720,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Do you have any recollection of contamination occurring in your laboratory which you believed was caused by kits you received from Roche?,5/30/1995,224721,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224722,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Calls for speculation, no foundation.",5/30/1995,224723,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224724,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Rephrase the question.,5/30/1995,224725,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Have you ever--withdrawn.,5/30/1995,224726,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Was there ever an incident of contamination in your laboratory which the people at the DNA unit believed came from the kits supplied by Roche?,5/30/1995,224727,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224728,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Calls for speculation, no foundation.",5/30/1995,224729,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224730,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Why don't you cut the question in half.,5/30/1995,224731,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: All right.,5/30/1995,224732,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Was there ever an incident in your laboratory involving contamination from kits?,5/30/1995,224733,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224734,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Calls for speculation, hearsay, no foundation.",5/30/1995,224735,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224736,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: From kits specifically?,5/30/1995,224737,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"We--we couldn't prove that or it couldn't be isolated down to actually being there, but it was put into a category where something to do with the reagents at that end were giving an anomalous result.",5/30/1995,224738,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. SCHECK: Well, could you explain for us what the problem was as far as you knew it to-- MR. HARMON: Objection.",5/30/1995,224739,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,5/30/1995,224740,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Calls for speculation.,5/30/1995,224741,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,5/30/1995,224742,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Well, first of all, you're saying ""Problem,"" and it's not necessarily a problem.",5/30/1995,224743,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"What it is is, we have these controls like I was explaining before, and they're the indicators to us that something is a little bit different or out of the ordinary.",5/30/1995,224744,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And that indicator, by looking at our controls, we were able to figure out that something anomalous was taking place, and we isolated it to a specific area.",5/30/1995,224745,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"As to whoever followed up on that and the responsibility of that, it was Mr. Matheson and Miss Riley.",5/30/1995,224746,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: And you had no part in that?,5/30/1995,224747,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Well, my initial input.",5/30/1995,224748,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: The anomalous results that you were talking about were contamination appearing in the negative controls on certain items?,5/30/1995,224749,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Well, the negative controls were showing activity, yes.",5/30/1995,224750,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Positive controls?,5/30/1995,224751,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Positive controls were typing as they should.,5/30/1995,224752,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: And as a result of the contamination in the negative controls--you examined some of these strips yourself; did you not?,5/30/1995,224753,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yes.,5/30/1995,224754,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: All right.,5/30/1995,224755,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And you tried to make a determination when you examined them as to whether or not there was contamination in the laboratory?,5/30/1995,224756,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: That--well, yes.",5/30/1995,224757,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"We would have to discover that, whether or not it's something to do with our handling process or some other area.",5/30/1995,224758,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
There's ways of troubleshooting that.,5/30/1995,224759,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Did you participate in that investigation as to the source of the contamination?,5/30/1995,224760,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Initially to a small extent, and then Erin Riley handled the rest.",5/30/1995,224761,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Were you informed about all the other steps that were taken to investigate the contamination?,5/30/1995,224762,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. YAMAUCHI: Well, we discussed her train of thought and her rationale as to-- MR. SCHECK: I'm sorry.",5/30/1995,224763,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Are you finished?,5/30/1995,224764,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. YAMAUCHI: Yeah.,5/30/1995,224765,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
As to what her conclusions were and so on and so forth.,5/30/1995,224766,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: What were the conclusions that were reached as a result of this investigation of the contamination?,5/30/1995,224767,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. HARMON: Objection.,5/30/1995,224768,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Hearsay.,5/30/1995,224769,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,5/30/1995,224770,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. SCHECK: Were you--did you subsequently operate on the premise that this contamination incident that you've just described was limited to just a series of bad lots in kits that you received from Roche?,5/30/1995,224771,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
