Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
"Professor Thel, did you prepare a glossary that explained the terms that you testified to today?",TST,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.921, 'start_pos': 90, 'end_pos': 95}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","Professor Thel, did you prepare a glossary that explained the terms that you testified to xxxtodayxxx?",EJG,
" Yes, I did.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 And is that the before you as the Thel  marked as the Thel glossary?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Yes, in the lower right-hand corner.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 OK. And do you believe that that is useful in understanding the testimony that you've given?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Yes, I do.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Your Honor, we have copies for the jurors.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 No objection.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Go ahead.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Counsel, come to the sidebar.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 I'm getting increasingly concerned that the parties to this case don't have the most elementary understanding of the rule of law.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"To begin with, a whole bunch of questions were just put to this witness about what the laws provide and no objection was made.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
The only person who can give instructions on what the law is the court.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"No other witness can ever testify about what the law is, and that was completely improper.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"But since there was no objection, it was allowed.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Second, there has been innumerable criticism in the last 10 years over this ridiculous formulation ""reasonable degree of professional certainty.""",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'the last 10 years', 'score': 0.822, 'start_pos': 48, 'end_pos': 65}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
It is totally misleading.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"It really means  more likely than not according to the case law, but of course the jury understands it as being something more.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"How that question could have been put, I will never understand, but there was no objection.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I objected.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Thirdly, I'm told that there was delivered to defense counsel this morning, as well as to the court, a memorandum of law on an issue that we're going to discuss at the next break.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"How, without permission and in violation of my rules, that could have been delivered and, frankly, if I had been notified in advance as my rules require, I would have excluded that.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"So gentlemen, I'm not happy with the way things are proceeding.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" All right, counsel.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Thank you, your Honor.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Good morning, sir.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Good morning.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 You told us that you were an expert for the Department of Justice in its criminal trial against Mr. Gilbertson for manipulating this share price of Dakota Plains?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 I hope I said I was retained by the Department of Justice.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"And yes, I was.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" As part of your work for that retainer, you reviewed all the trading records during the first 20 days Dakota Plains traded?",TST,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'the first 20 days', 'score': 0.787, 'start_pos': 85, 'end_pos': 102}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']","As part of your work for that retainer, you reviewed all the trading records during xxxthe first 20 daysxxx Dakota Plains traded?",EJG,
" No, I don't think I did.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" You certainly reviewed some of the trading records, didn't you?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 For that case?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" No, I don't think I did.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" You concluded, did you not, sir, that and you testified that Mr. Gilbertson indeed did manipulate, in your opinion?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 In my opinion in this case or that case?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 In that case.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" As I recall in that case, I gave background information about what is a stock, what is a bond, how manipulation worked.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I don't recall that I had access to all of the information that was going on there.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"If I did review the trading records, I did.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I don't recall that.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 So it's your testimony here that you did not offer an opinion that Mr. Gilbertson manipulated the stock?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" In that case, I don't recall having done so.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" You weren't asked in this case to form any opinion with respect to whether Mr. Reger manipulated the share price of Dakota Plains, were you?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" No, I was not.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Now, you testified that the company had various obligations to report.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I want to talk to you about what the company did report.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I think you'll agree that the company did report the economic consequences of the results of that manipulation by Mr. Gilbertson, did it not?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 It  it reported the consequence.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
It didn't refer to it early on as manipulation.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"It did show  report that the consequences of the $12, roughly $12 share price which was apparently manipulated, had the consequence of the very large payout.",TST,Gruber,6/7/2022,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","It did show report that the consequences of the $12, roughly $12 share price which was apparently manipulated, had the consequence of the very large payout.",EJG,
 Exactly.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"It reported that shortly after the first 20 trading days had concluded, that the additional payment provision had resulted in an apparent debt of $32.8 million as a result of that trading, did it not?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'the first 20 trading days', 'score': 0.905, 'start_pos': 31, 'end_pos': 56}]","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
 I don't recall it calling it an apparent debt.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"But it did, yes, a debt of that amount as I recall.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I don't recall them using the term apparent, but apparent.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Thank you for the friendly amend.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Now, you showed us that yesterday in exhibit Plaintiff's 809, that's the 10-Q from May of 2012, right?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'yesterday', 'score': 0.97, 'start_pos': 24, 'end_pos': 33}, {'text': 'May of 2012', 'score': 0.77, 'start_pos': 83, 'end_pos': 94}]","['O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",,,,
 Right.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" And that in November of 2012, when the note holders agreed to reduce the obligation by more than 40 percent, take that much less to satisfy the additional payment provision, the company accurately reported that financial information to investors, didn't it?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'November of 2012', 'score': 0.877, 'start_pos': 13, 'end_pos': 29}]","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" And that was in a 10-Q filing with the SEC, right?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" I recall one of these was a 10-Q, one of them was on 8-K, but both in the filings that were appropriate.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" If you could put up, please, just so the witness and the court can see it and opposing counsel, Exhibit D-106.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Do you see that in front of you, sir?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Q: That's the form 10-Q for the period ending September 30, 2012?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'the period ending September 30, 2012', 'score': 0.787, 'start_pos': 29, 'end_pos': 65}]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE']",,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Correct?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 It would have been filed a little later.,TST,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'a little later', 'score': 0.665, 'start_pos': 26, 'end_pos': 40}]","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",It would have been filed a little later.,EJG,
" It was filed in November, correct?",TST,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'November', 'score': 0.999, 'start_pos': 17, 'end_pos': 25}]","['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O']","It was filed in xxxNovemberxxx, correct?",EJG,
" That's my recollection, yes.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Your Honor, I would offer Defendant's Exhibit 106.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 No objection.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Received.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" If you could turn, please, to page 32 of that exhibit so we can show the witness.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 I'm  I'm sorry.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I thought I had already seen this document, so if you could do that again, I would appreciate it.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Absolutely.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"It's page 32 of that document, Exhibit 106, filing with the SEC by the company?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Yes, I do.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Do you see there the part that's been highlighted which describes the fact that, in fact, there has been a restructuring and that the  it's been reduced to 11.96 million?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Do you see that, sir?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Yes, I do.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" And that's where the company disclosed to investors the economic consequences of the restructuring, correct?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Of this one, yes.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" When approximately a year later the note holders agreed again to restructure the notes such that it was convertible and, in fact, was converted to equity that  in other words, rather than being paid in cash for the note, note holders were paid in equity in the company  reported that when that transaction happened, didn't it, sir?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'approximately a year later', 'score': 0.844, 'start_pos': 6, 'end_pos': 32}]","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I'm not sure if it was instantaneous, but they did report that, and that was the 8-K I was thinking of.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"If you can take this exhibit down and put up Exhibit D-115, not published to the jury yet.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Do you have that up?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"What is that exhibit, sir?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 I don't have it yet.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Now, I do.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" From looking at this, can you see what it is?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 You need to blow it up so that someone with ordinary eyesight can read it.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Including me.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Thank you, your Honor.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Why don't you advance it to the next page.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Can you tell better from this page, sir, what the document is?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I would expect it to be bigger.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I may be able to tell you enough that it is a prospectus supplement for the Dakota Plains holding common stock.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" And filed on December 11 of 2013, do you see that?",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'December 11 of 2013', 'score': 0.904, 'start_pos': 14, 'end_pos': 33}]","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",,,,
 I see the  I see the typo.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"It says at the bottom, this date of this prospectus supplement is December 11, 2013.",TR,Gruber,6/7/2022,Civil,Trial,1.0,"[{'text': 'December 11, 2013', 'score': 0.765, 'start_pos': 66, 'end_pos': 83}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE']",,,,
" Your Honor, I don't believe we have a copy of this.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Go ahead.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Your Honor, I would offer Exhibit D-115.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Any objection?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Excuse me.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
I'm just ... No objection.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Received.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"You may publish the exhibit now, please, to the jury.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Would you advance the exhibit to page six, please?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" When you say six, I take it you mean D-115-006?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Yes, I do, please.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Do you see on the sixth page under recent developments it describes that that is, in fact, what the company has done, the notes have been restructured and converted to equity?",TR,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 And that was filed with the SEC and available to all investors?,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" I am going to assume so because, this is a prospectus that should have been filed with the SEC.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
And I take it that the information on the first page that you first showed me went by shows that submission.,TR,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Precisely.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Thank you.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"So is it true then, sir, that the company did disclose the financial information related to the notes and the restructurings and what it didn't disclose was simply Mr. Reger's name as a note holder?",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 No.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I suppose it does, but it does not disclose Mr. Reger, also Mr. Reger's position as a five percent shareholder, which is also a relevant fact.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 Right.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
Under section 13(d)?,TST,Gruber,6/7/2022,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Under section 13(d)?,EJG,
" No, I think under materiality.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"I think a reasonable investor thinks that if a company is negotiating with substantial shareholders, they want to consider that in determining whether these transactions are fair.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
" Thank you, sir.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Now, you were hired here to give your opinion that Mr. Reger should have filed a schedule 13(d) because he was the beneficial owner of more than five percent of the shares, correct?",TR,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 I think that's close enough to right.,UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
"Yes, that's correct.",UNLABELED,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
 And do you know whether or not Mr. Reger now agrees that he should have filed a schedule 13(d)?,TR,Gruber,6/7/2022,Civil,Trial,0.0,[],,,,,
