Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"MR. MARTZ: That was done with the--the first experiment I ran, which is negative ion mass spectrum, and got a 40 sonometer signal for the one with the EDTA and I got no signal for the sample that didn't have the EDTA: MS. CLARK: Now, when you did that, sir, were you in possession of the evidence from this case, that is a sock and the gate stains?",7/25/1995,336751,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: No, I was not.",7/25/1995,336752,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: How did you perform that test on what?,7/25/1995,336753,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: It was performed on the blood that we had in the laboratory from a case in which we put on to filter paper.,7/25/1995,336754,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And how old was that blood?,7/25/1995,336755,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: I think that blood was approximately six months old.,7/25/1995,336756,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It was one of the older cases we had in the unit.,7/25/1995,336757,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And how did you retrieve an unpreserved sample?,7/25/1995,336758,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You know what I mean?,7/25/1995,336759,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You had obviously a sample from a reference tube and EDTA tube, correct?",7/25/1995,336760,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: In this particular case and a lot of cases, they submit to the laboratory blood in both red stopper tubes and purple stopper tubes.",7/25/1995,336761,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And this particular case, they had submitted both of those samples.",7/25/1995,336762,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: So the red stopper tubes are the ones without EDTA preservative?,7/25/1995,336763,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336764,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, you were asked a series of questions concerning that about whether blood in a test tube that has coagulated to some degree, because it's not in preservative, the red cap tube, whether that would affect the finding of EDTA: And in your opinion, would the coagulation of the blood affect any EDTA readings you may get?",7/25/1995,336765,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,7/25/1995,336766,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,7/25/1995,336767,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No qualification to answer that.,7/25/1995,336768,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,7/25/1995,336769,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Foundation.,7/25/1995,336770,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Let me put it to you another way.,7/25/1995,336771,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You said that you removed your own blood and put it in a red stopper tube for testing?,7/25/1995,336772,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, I didn't-- MR. BLASIER: Objection.",7/25/1995,336773,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Misstates the evidence.,7/25/1995,336774,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,7/25/1995,336775,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Rephrase the question.,7/25/1995,336776,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Blood was taken from you and put in a red stopper tube?,7/25/1995,336777,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336778,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,7/25/1995,336779,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And you tested that for EDTA?,7/25/1995,336780,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336781,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you obtained the result that you did?,7/25/1995,336782,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336783,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And when you first began the testing on February 8th, you said you had blood that was in the purple cap tube, that's the EDTA blood, and then you had purple in a red cap--blood in a red cap tube, which is non-EDTA preserved, correct?",7/25/1995,336784,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336785,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: When you tested that non-EDTA preserved blood in a red stopper tube on February 8th, what result did you obtain?",7/25/1995,336786,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: No EDTA was identified in that particular sample.,7/25/1995,336787,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And was that blood refrigerated when you got it?,7/25/1995,336788,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336789,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Well, it was--we refrigerated it at the laboratory, yes.",7/25/1995,336790,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And in fact, how long had it been refrigerated for?",7/25/1995,336791,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Approximately six months.,7/25/1995,336792,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: So was it somewhat coagulated when you tested it?,7/25/1995,336793,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336794,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you found no EDTA?,7/25/1995,336795,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336796,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, I think you indicated that you then began testing on this case on February 19th?",7/25/1995,336797,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336798,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And when you began that testing, sir, can you tell us how you prepared the samples for testing?",7/25/1995,336799,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: I took cuttings of the samples, very small cuttings, maybe two by two millimeters, and placed those cuttings into a tube to be extracted, and then I also took the known samples of blood and placed with the case of the one blood, placed it on the sock in a controlled area and then placed the other blood on a controlled swatch that I had took similar cuttings from those and compared my results.",7/25/1995,336800,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, you indicated earlier that there were--when you cut samples from the evidence, you make sure to cut them at least as large if not larger than you cut from the reference samples.",7/25/1995,336801,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you recall that?,7/25/1995,336802,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Yes, I do.",7/25/1995,336803,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Does the Court have scissors?,7/25/1995,336804,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Of course.,7/25/1995,336805,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Thank you.,7/25/1995,336806,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Would you please show the jury--I'm going to give you this post-it and ask you to show the jury how you cut samples for your testing.,7/25/1995,336807,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: You mean the size or how to manipulate the scissors?,7/25/1995,336808,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: The size.,7/25/1995,336809,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: (The witness complies.),7/25/1995,336810,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
These are very large scissors.,7/25/1995,336811,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: What kind of scissors did you use?,7/25/1995,336812,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: A lot smaller.,7/25/1995,336813,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Smaller ones?,7/25/1995,336814,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yeah.,7/25/1995,336815,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I can do it.,7/25/1995,336816,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
This is actually a little bit larger than the stain I would have taken (Indicating).,7/25/1995,336817,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: For the record, the witness has placed that piece of paper that he cut onto this legal size paper that I have.",7/25/1995,336818,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'm going to tape it down so that it will be in evidence.,7/25/1995,336819,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: But that's a little bit larger than the sizes you cut?,7/25/1995,336820,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Right.,7/25/1995,336821,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Just a little bit larger.,7/25/1995,336822,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Your Honor.,7/25/1995,336823,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),7/25/1995,336824,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I wonder if this will show up on the elmo.,7/25/1995,336825,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: It will, but you'll need a size reference.",7/25/1995,336826,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Pencil.,7/25/1995,336827,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Pencil?,7/25/1995,336828,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Pencil.,7/25/1995,336829,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I'm sorry?,7/25/1995,336830,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
This is just a relative demonstration I assume.,7/25/1995,336831,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Yeah.,7/25/1995,336832,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: All right.,7/25/1995,336833,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Looks really big now.,7/25/1995,336834,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So the jury can see, actually it's just a little larger--it looks like it goes--extends just a little bit past the tip of the pen.",7/25/1995,336835,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: Well, it fits well within the lines of the paper.",7/25/1995,336836,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Thank you, your Honor.",7/25/1995,336837,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's a better measure.,7/25/1995,336838,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,7/25/1995,336839,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And you said that's larger than you cut?,7/25/1995,336840,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336841,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, when you indicated that you cut a larger piece of the evidence sample or as large, but no smaller than the reference sample, what does that accomplish?",7/25/1995,336842,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, that was to ensure that I got at least as much blood from the questioned samples as I did from the control.",7/25/1995,336843,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And why is that important?,7/25/1995,336844,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, it turns out that it really isn't that important because there is a dramatic difference between the blood with and without EDTA: But I just wanted to make sure that I had at least as much or more of the questioned sample.",7/25/1995,336845,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And was that an effort to compensate for the issue raised earlier, that if you have more sample, you'll have more EDTA?",7/25/1995,336846,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336847,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Was that really of concern to you in this case?,7/25/1995,336848,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Not really because it's a dramatic difference between blood preserved with and without EDTA: MS. CLARK: So any small variance would be easily compensated for by the cutting method you used?,7/25/1995,336849,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336850,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And because of the dramatic differences?,7/25/1995,336851,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336852,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I'm going to show you a graph.,7/25/1995,336853,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"First of all, on the 19th, you indicated I think on direct examination that you conducted the negative ion mode?",7/25/1995,336854,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336855,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, why was it that you used a negative ion mode?",7/25/1995,336856,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, I selected the negative ion mode because it's a very, very selective technique.",7/25/1995,336857,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Most chemicals will give a positive ion mass spectrum, but most will not give a negative ion mass spectrum.",7/25/1995,336858,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So I selected the negative ion because it's a lot more selective of a technique.,7/25/1995,336859,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: When you mean it's a lot more selective, sir, can you describe it?",7/25/1995,336860,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Can you explain that a little bit?,7/25/1995,336861,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, probably one out of every hundred chemicals that I run will work much better on the negative ion than the positive ion.",7/25/1995,336862,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So its selectively is 99 times greater than that of positive ion in that particular example.,7/25/1995,336863,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Most chemicals that I analyze will not give a negative ion response.,7/25/1995,336864,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: So that already discriminates to a large degree by weeding out those chemicals that will not react to the negative ion?,7/25/1995,336865,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Exactly.,7/25/1995,336866,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That was my sole purpose.,7/25/1995,336867,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you already knew that EDTA would react with the negative ion?,7/25/1995,336868,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Yes, I did.",7/25/1995,336869,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And in this graph that we have here-- MS. CLARK: I guess I'd be asking to mark it as People's 543?,7/25/1995,336870,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE CLERK: 542.,7/25/1995,336871,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: 542.,7/25/1995,336872,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Thank you.,7/25/1995,336873,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Peo's 542 for id = graph) MS. CLARK: All right.,7/25/1995,336874,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Showing you, sir, People's 542 that's now up on the elmo, on the far left of this graph, we have K67 and K68.",7/25/1995,336875,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What are those?,7/25/1995,336876,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Those were the bloodstains that I prepared from the known blood samples, one on the sock and the other on a piece of cotton or gauze.",7/25/1995,336877,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I'm sorry?,7/25/1995,336878,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: They were the known samples that I prepared from the K67 and K68 blood samples.,7/25/1995,336879,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And K67 and K68 refer to which parties?,7/25/1995,336880,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Those were from Nicole and OJ Simpson.,7/25/1995,336881,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, what do those results indicate to you in terms of the parts per million shown?",7/25/1995,336882,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, that's ion count there.",7/25/1995,336883,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"It doesn't show anything about parts per million, but-- MS. CLARK: Okay.",7/25/1995,336884,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Ion count.,7/25/1995,336885,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: It clearly shows there's an abundance of ions of--for EDTA in both the K67 and K68 samples.,7/25/1995,336886,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, to the right of that, we have Q206 and Q204.",7/25/1995,336887,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What are those?,7/25/1995,336888,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Those were the samples that I had cut from the sock and the swatch from the gate post, and I treated those the same way I did the K67 and K68 and I analyzed them in similar fashion and did not record any ions for EDTA: MS. CLARK: And the one next to the very far right, that says 100 PPM?",7/25/1995,336889,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That is a standard I ran of a hundred parts per million of EDTA just to ensure that the instrument was working properly.,7/25/1995,336890,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,7/25/1995,336891,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"What is the--what do you mean when you say ""A standard""?",7/25/1995,336892,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: That's a known EDTA sample that I took, put in solution at a hundred parts per million.",7/25/1995,336893,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And when you run something, a known quantity on the--on the mass spec, what does it help you to determine?",7/25/1995,336894,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: Well, it shows you that the instrument is working properly.",7/25/1995,336895,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"That's the main reason that I used it here, just to show that the instrument was working properly.",7/25/1995,336896,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Did it also indicate to you that you could detect an amount of 100 parts per million at least?,7/25/1995,336897,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: Yes.,7/25/1995,336898,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Uh-huh.,7/25/1995,336899,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, based on the testing you performed on the 19th, what was your conclusion with respect to the question that you were asked as to whether or not any of the evidence in this case, the blood on the gate and the sock could have come from a preserved blood test tube containing EDTA?",7/25/1995,336900,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: It was a dramatic difference between the ion count which I received on K67 and K68 and did not receive any ion count for the 204 and the 206.,7/25/1995,336901,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"It's my opinion that the bloodstains on Q20406 and Q206 did not come from preserved blood, EDTA preserved blood which is represented by K67 and K68.",7/25/1995,336902,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And based then on the testing that you performed on February 19th, you had the answer; is that correct?",7/25/1995,336903,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That is correct.,7/25/1995,336904,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: But you didn't stop testing?,7/25/1995,336905,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: No, I did not.",7/25/1995,336906,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Even though you had the answer?,7/25/1995,336907,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336908,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: You were shown the letter by counsel from Mr. Harmon in which he requested that you perform the testing?,7/25/1995,336909,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336910,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: In that letter, he pointed out to you the language which stated that you were being asked--putting it up again on the elmo.",7/25/1995,336911,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You were being asked to refute the possibility that the stain on the sock could have come from Nicole's reference sample and the same thing with respect to the gate.,7/25/1995,336912,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Sir, did you take that to mean that we were demanding a particular result from you?",7/25/1995,336913,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: No, I did not.",7/25/1995,336914,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Would it have mattered if you thought we had been?,7/25/1995,336915,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. MARTZ: No, it would not have.",7/25/1995,336916,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: You were going to perform the test you would perform in any event?,7/25/1995,336917,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. MARTZ: That's correct.,7/25/1995,336918,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And report the result that you got?,7/25/1995,336919,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
